Activity Period,Operating Airline,Passenger Count
200602,SkyWest Airlines,4348
200602,Sun Country Airlines,2207
200602,Sun Country Airlines,2119
200602,TACA,4176
200602,TACA,3938
200602,US Airways,28939
200602,US Airways,22296
200602,US Airways,28427
200602,US Airways,23581
200602,United Airlines,37044
200602,United Airlines,36577
200602,United Airlines - Pre 07/01/2013,54090
200602,United Airlines - Pre 07/01/2013,52756
200602,United Airlines - Pre 07/01/2013,325806
200602,United Airlines - Pre 07/01/2013,314628
200602,United Airlines - Pre 07/01/2013,6691
200602,United Airlines - Pre 07/01/2013,54536
200602,United Airlines - Pre 07/01/2013,55485
200602,United Airlines - Pre 07/01/2013,3385
200602,United Airlines - Pre 07/01/2013,7093
200602,United Airlines - Pre 07/01/2013,7537
200602,United Airlines - Pre 07/01/2013,1046
200602,United Airlines - Pre 07/01/2013,10781
200602,United Airlines - Pre 07/01/2013,10038
200602,United Airlines - Pre 07/01/2013,251
200602,United Airlines - Pre 07/01/2013,17327
200602,United Airlines - Pre 07/01/2013,16915
200602,United Airlines - Pre 07/01/2013,527
200602,United Airlines - Pre 07/01/2013,9955
200602,United Airlines - Pre 07/01/2013,10969
200602,United Airlines - Pre 07/01/2013,248
200602,Virgin Atlantic,7473
200602,Virgin Atlantic,6919
200603,ATA Airlines,11583
200603,ATA Airlines,11921
200603,ATA Airlines,3870
200603,Air Canada,22960
200603,Air Canada,21968
200603,Air China,4150
200603,Air China,4514
200603,Air France,8444
200603,Air France,9119
200603,Air New Zealand,7418
200603,Air New Zealand,5579
200603,AirTran Airways,4436
200603,AirTran Airways,4563
200603,Alaska Airlines,29808
200603,Alaska Airlines,36356
200603,Alaska Airlines,6316
200603,Alaska Airlines,5328
200603,Alaska Airlines,5836
200603,Alaska Airlines,445
200603,Alaska Airlines,8091
200603,Alaska Airlines,11362
200603,Alaska Airlines,3589
200603,All Nippon Airways,5488
200603,All Nippon Airways,5823
200603,American Airlines,125648
200603,American Airlines,124880
200603,American Eagle Airlines,4432
200603,American Eagle Airlines,4554
200603,Asiana Airlines,4452
200603,Asiana Airlines,4426
200603,British Airways,17643
200603,British Airways,17492
200603,Cathay Pacific,11191
200603,Cathay Pacific,10903
200603,China Airlines,11642
200603,China Airlines,10196
200603,Delta Air Lines,16530
200603,Delta Air Lines,58608
200603,Delta Air Lines,17143
200603,Delta Air Lines,60784
200603,EVA Airways,12397
200603,EVA Airways,11634
200603,Frontier Airlines,15659
200603,Frontier Airlines,14927
200603,Hawaiian Airlines,7369
200603,Hawaiian Airlines,7134
200603,Horizon Air,4709
200603,Horizon Air,4633
200603,Japan Airlines,7586
200603,Japan Airlines,8382
200603,KLM Royal Dutch Airlines,8161
200603,KLM Royal Dutch Airlines,8355
200603,Korean Air Lines,4764
200603,Korean Air Lines,4201
200603,Lufthansa German Airlines,16015
200603,Lufthansa German Airlines,16659
200603,Mesa Airlines,1243
200603,Mesa Airlines,1698
200603,Mexicana Airlines,6826
200603,Mexicana Airlines,7229
200603,Midwest Airlines,2468
200603,Midwest Airlines,3412
200603,Northwest Airlines,43414
200603,Northwest Airlines,42359
200603,Northwest Airlines,7242
200603,Northwest Airlines,7139
200603,Philippine Airlines,10820
200603,Philippine Airlines,8894
200603,Qantas Airways,520
200603,Qantas Airways,567
200603,Singapore Airlines,16180
200603,Singapore Airlines,14264
200603,SkyWest Airlines,3582
200603,SkyWest Airlines,3084
200603,SkyWest Airlines,106655
200603,SkyWest Airlines,105159
200603,SkyWest Airlines,5111
200603,SkyWest Airlines,5091
200603,Sun Country Airlines,3719
200603,Sun Country Airlines,3176
200603,TACA,4436
200603,TACA,4395
200603,US Airways,31247
200603,US Airways,27640
200603,US Airways,31327
200603,US Airways,30118
200603,United Airlines,46236
200603,United Airlines,47281
200603,United Airlines - Pre 07/01/2013,63976
200603,United Airlines - Pre 07/01/2013,64506
200603,United Airlines - Pre 07/01/2013,392302
200603,United Airlines - Pre 07/01/2013,381002
200603,United Airlines - Pre 07/01/2013,9744
200603,United Airlines - Pre 07/01/2013,68219
200603,United Airlines - Pre 07/01/2013,67949
200603,United Airlines - Pre 07/01/2013,3600
200603,United Airlines - Pre 07/01/2013,8412
200603,United Airlines - Pre 07/01/2013,7643
200603,United Airlines - Pre 07/01/2013,1079
200603,United Airlines - Pre 07/01/2013,11923
200603,United Airlines - Pre 07/01/2013,12197
200603,United Airlines - Pre 07/01/2013,346
200603,United Airlines - Pre 07/01/2013,22654
200603,United Airlines - Pre 07/01/2013,23678
200603,United Airlines - Pre 07/01/2013,582
200603,United Airlines - Pre 07/01/2013,12220
200603,United Airlines - Pre 07/01/2013,13227
200603,United Airlines - Pre 07/01/2013,381
200603,Virgin Atlantic,9499
200603,Virgin Atlantic,9031
200604,ATA Airlines,11920
200604,ATA Airlines,11890
200604,ATA Airlines,2419
200604,Air Canada,22410
200604,Air Canada,23956
200604,Air China,4728
200604,Air China,4461
200604,Air France,11648
200604,Air France,11256
200604,Air New Zealand,6172
200604,Air New Zealand,4327
200604,AirTran Airways,7256
200604,AirTran Airways,7453
200604,Alaska Airlines,31200
200604,Alaska Airlines,34915
200604,Alaska Airlines,3079
200604,Alaska Airlines,4984
200604,Alaska Airlines,5042
200604,Alaska Airlines,120
200604,Alaska Airlines,9462
200604,Alaska Airlines,11787
200604,Alaska Airlines,2959
200604,All Nippon Airways,5758
200604,All Nippon Airways,5062
200604,American Airlines,141121
200604,American Airlines,141717
200604,American Eagle Airlines,4444
200604,American Eagle Airlines,4155
200604,Asiana Airlines,4669
200604,Asiana Airlines,4201
200604,British Airways,20232
200604,British Airways,19807
200604,Cathay Pacific,11302
200604,Cathay Pacific,9566
200604,China Airlines,10976
200604,China Airlines,10312
200604,Delta Air Lines,20455
200604,Delta Air Lines,58220
200604,Delta Air Lines,20718
200604,Delta Air Lines,58968
200604,EVA Airways,11981
200604,EVA Airways,11127
200604,Frontier Airlines,16184
200604,Frontier Airlines,16319
200604,Hawaiian Airlines,6718
200604,Hawaiian Airlines,7197
200604,Horizon Air,3854
200604,Horizon Air,4427
200604,Japan Airlines,7833
200604,Japan Airlines,6736
200604,KLM Royal Dutch Airlines,8209
200604,KLM Royal Dutch Airlines,8146
200604,Korean Air Lines,5298
200604,Korean Air Lines,4583
200604,Lufthansa German Airlines,20217
200604,Lufthansa German Airlines,19673
200604,Mesa Airlines,1133
200604,Mesa Airlines,1253
200604,Mexicana Airlines,8210
200604,Mexicana Airlines,8639
200604,Midwest Airlines,5641
200604,Midwest Airlines,6124
200604,Northwest Airlines,46020
200604,Northwest Airlines,46523
200604,Northwest Airlines,6743
200604,Northwest Airlines,5585
200604,Philippine Airlines,13143
200604,Philippine Airlines,10758
200604,Qantas Airways,3963
200604,Qantas Airways,3117
200604,Singapore Airlines,16559
200604,Singapore Airlines,13980
200604,SkyWest Airlines,3259
200604,SkyWest Airlines,3012
200604,SkyWest Airlines,97866
200604,SkyWest Airlines,100285
200604,SkyWest Airlines,5061
200604,SkyWest Airlines,5320
200604,Sun Country Airlines,3318
200604,Sun Country Airlines,3738
200604,TACA,4518
200604,TACA,4418
200604,US Airways,36724
200604,US Airways,28297
200604,US Airways,36562
200604,US Airways,29633
200604,United Airlines,49853
200604,United Airlines,49134
200604,United Airlines - Pre 07/01/2013,64617
200604,United Airlines - Pre 07/01/2013,63669
200604,United Airlines - Pre 07/01/2013,381246
200604,United Airlines - Pre 07/01/2013,381632
200604,United Airlines - Pre 07/01/2013,5899
200604,United Airlines - Pre 07/01/2013,71517
200604,United Airlines - Pre 07/01/2013,64031
200604,United Airlines - Pre 07/01/2013,2933
200604,United Airlines - Pre 07/01/2013,8674
200604,United Airlines - Pre 07/01/2013,6895
200604,United Airlines - Pre 07/01/2013,917
200604,United Airlines - Pre 07/01/2013,12100
200604,United Airlines - Pre 07/01/2013,11777
200604,United Airlines - Pre 07/01/2013,13
200604,United Airlines - Pre 07/01/2013,23502
200604,United Airlines - Pre 07/01/2013,23378
200604,United Airlines - Pre 07/01/2013,614
200604,United Airlines - Pre 07/01/2013,13107
200604,United Airlines - Pre 07/01/2013,13455
200604,United Airlines - Pre 07/01/2013,167
200604,Virgin Atlantic,10275
200604,Virgin Atlantic,10857
200605,ATA Airlines,190
200605,Air Canada,24910
200605,Air Canada,24428
200605,Air China,4840
200605,Air China,5680
200605,Air France,11060
200605,Air France,12825
200605,Air New Zealand,5324
200605,Air New Zealand,3563
200605,AirTran Airways,7849
200605,AirTran Airways,7579
200605,Alaska Airlines,34839
200605,Alaska Airlines,37518
200605,Alaska Airlines,1620
200605,Alaska Airlines,7645
200605,Alaska Airlines,7009
200605,Alaska Airlines,6061
200605,Alaska Airlines,9135
200605,Alaska Airlines,3076
200605,All Nippon Airways,5968
200605,All Nippon Airways,6464
200605,American Airlines,143526
200605,American Airlines,143128
200605,American Eagle Airlines,4314
200605,American Eagle Airlines,4142
200605,Ameriflight,8
200605,Asiana Airlines,4535
200605,Asiana Airlines,4096
200605,British Airways,17943
200605,British Airways,21284
200605,Cathay Pacific,11236
200605,Cathay Pacific,10805
200605,China Airlines,10862
200605,China Airlines,11179
200605,Delta Air Lines,73345
200605,Delta Air Lines,71282
200605,EVA Airways,11580
200605,EVA Airways,11850
200605,Frontier Airlines,19205
200605,Frontier Airlines,18573
200605,Hawaiian Airlines,7145
200605,Hawaiian Airlines,7367
200605,Horizon Air,4362
200605,Horizon Air,4757
200605,Icelandair,933
200605,Icelandair,1034
200605,Japan Airlines,7296
200605,Japan Airlines,8719
200605,KLM Royal Dutch Airlines,8158
200605,KLM Royal Dutch Airlines,8444
200605,Korean Air Lines,6099
200605,Korean Air Lines,5819
200605,Lufthansa German Airlines,20441
200605,Lufthansa German Airlines,21090
200605,Mesa Airlines,1404
200605,Mesa Airlines,1288
200605,Mexicana Airlines,6813
200605,Mexicana Airlines,6893
200605,Midwest Airlines,2675
200605,Midwest Airlines,3802
200605,Northwest Airlines,48545
200605,Northwest Airlines,49433
200605,Northwest Airlines,6591
200605,Northwest Airlines,7114
200605,Philippine Airlines,13012
200605,Philippine Airlines,11540
200605,Qantas Airways,3927
200605,Qantas Airways,2830
200605,Singapore Airlines,15846
200605,Singapore Airlines,17328
200605,SkyWest Airlines,3019
200605,SkyWest Airlines,2965
200605,SkyWest Airlines,106904
200605,SkyWest Airlines,106901
200605,SkyWest Airlines,5372
200605,SkyWest Airlines,5771
200605,Spirit Airlines,714
200605,Spirit Airlines,802
200605,Sun Country Airlines,3525
200605,Sun Country Airlines,3643
200605,TACA,4660
200605,TACA,4194
200605,US Airways,37332
200605,US Airways,36461
200605,US Airways,34779
200605,US Airways,38116
200605,United Airlines,51811
200605,United Airlines,50800
200605,United Airlines - Pre 07/01/2013,59554
200605,United Airlines - Pre 07/01/2013,55233
200605,United Airlines - Pre 07/01/2013,403619
200605,United Airlines - Pre 07/01/2013,397549
200605,United Airlines - Pre 07/01/2013,7204
200605,United Airlines - Pre 07/01/2013,68834
200605,United Airlines - Pre 07/01/2013,73184
200605,United Airlines - Pre 07/01/2013,3526
200605,United Airlines - Pre 07/01/2013,7210
200605,United Airlines - Pre 07/01/2013,6816
200605,United Airlines - Pre 07/01/2013,923
200605,United Airlines - Pre 07/01/2013,11787
200605,United Airlines - Pre 07/01/2013,11479
200605,United Airlines - Pre 07/01/2013,5
200605,United Airlines - Pre 07/01/2013,24687
200605,United Airlines - Pre 07/01/2013,27825
200605,United Airlines - Pre 07/01/2013,613
200605,United Airlines - Pre 07/01/2013,9554
200605,United Airlines - Pre 07/01/2013,9762
200605,United Airlines - Pre 07/01/2013,235
200605,Virgin Atlantic,9277
200605,Virgin Atlantic,11174
200606,Air Canada,27485
200606,Air Canada,32147
200606,Air Canada Jazz,116
200606,Air Canada Jazz,115
200606,Air China,5718
200606,Air China,5920
200606,Air France,11567
200606,Air France,12310
200606,Air New Zealand,7066
200606,Air New Zealand,6267
200606,AirTran Airways,10421
200606,AirTran Airways,10770
200606,Alaska Airlines,33527
200606,Alaska Airlines,39118
200606,Alaska Airlines,4394
200606,Alaska Airlines,7656
200606,Alaska Airlines,9547
200606,Alaska Airlines,7544
200606,Alaska Airlines,8871
200606,Alaska Airlines,1824
200606,All Nippon Airways,6758
200606,All Nippon Airways,7122
200606,American Airlines,150444
200606,American Airlines,158779
200606,American Eagle Airlines,5203
200606,American Eagle Airlines,5109
200606,Ameriflight,5
200606,Ameriflight,5
200606,Asiana Airlines,4219
200606,Asiana Airlines,4969
200606,BelAir Airlines,66
200606,BelAir Airlines,89
200606,British Airways,20118
200606,British Airways,20596
200606,Cathay Pacific,11140
200606,Cathay Pacific,11109
200606,China Airlines,10912
200606,China Airlines,11643
200606,Delta Air Lines,82227
200606,Delta Air Lines,86931
200606,EVA Airways,12335
200606,EVA Airways,13602
200606,Frontier Airlines,17507
200606,Frontier Airlines,18229
200606,Hawaiian Airlines,7088
200606,Hawaiian Airlines,7314
200606,Horizon Air,4634
200606,Horizon Air,4969
200606,Icelandair,3063
200606,Icelandair,4117
200606,Japan Airlines,8612
200606,Japan Airlines,9031
200606,KLM Royal Dutch Airlines,8197
200606,KLM Royal Dutch Airlines,8361
200606,Korean Air Lines,6732
200606,Korean Air Lines,7138
200606,Lufthansa German Airlines,20337
200606,Lufthansa German Airlines,21107
200606,Mesa Airlines,1107
200606,Mesa Airlines,962
200606,Mexicana Airlines,6385
200606,Mexicana Airlines,9347
200606,Midwest Airlines,6481
200606,Midwest Airlines,7348
200606,Northwest Airlines,63365
200606,Northwest Airlines,66155
200606,Northwest Airlines,6745
200606,Northwest Airlines,7192
200606,Philippine Airlines,10288
200606,Philippine Airlines,12424
200606,Qantas Airways,5415
200606,Qantas Airways,6055
200606,Singapore Airlines,16891
200606,Singapore Airlines,19058
200606,SkyWest Airlines,3720
200606,SkyWest Airlines,3664
200606,SkyWest Airlines,102429
200606,SkyWest Airlines,102667
200606,SkyWest Airlines,4574
200606,SkyWest Airlines,5066
200606,Spirit Airlines,3183
200606,Spirit Airlines,3259
200606,Sun Country Airlines,4181
200606,Sun Country Airlines,4373
200606,TACA,4563
200606,TACA,5213
200606,US Airways,37966
200606,US Airways,42144
200606,US Airways,38216
200606,US Airways,43943
200606,United Airlines,60431
200606,United Airlines,63270
200606,United Airlines - Pre 07/01/2013,64124
200606,United Airlines - Pre 07/01/2013,66372
200606,United Airlines - Pre 07/01/2013,404815
200606,United Airlines - Pre 07/01/2013,433650
200606,United Airlines - Pre 07/01/2013,9381
200606,United Airlines - Pre 07/01/2013,72690
200606,United Airlines - Pre 07/01/2013,75274
200606,United Airlines - Pre 07/01/2013,3105
200606,United Airlines - Pre 07/01/2013,8523
200606,United Airlines - Pre 07/01/2013,7879
200606,United Airlines - Pre 07/01/2013,1044
200606,United Airlines - Pre 07/01/2013,12063
200606,United Airlines - Pre 07/01/2013,11801
200606,United Airlines - Pre 07/01/2013,25
200606,United Airlines - Pre 07/01/2013,26263
200606,United Airlines - Pre 07/01/2013,27666
200606,United Airlines - Pre 07/01/2013,448
200606,United Airlines - Pre 07/01/2013,11085
200606,United Airlines - Pre 07/01/2013,12721
200606,United Airlines - Pre 07/01/2013,220
200606,Virgin Atlantic,10555
200606,Virgin Atlantic,11412
200607,Air Canada,39649
200607,Air Canada,36847
200607,Air Canada Jazz,331
200607,Air Canada Jazz,316
200607,Air China,5782
200607,Air China,5861
200607,Air France,12990
200607,Air France,11960
200607,Air New Zealand,7118
200607,Air New Zealand,8275
200607,AirTran Airways,11519
200607,AirTran Airways,11729
200607,Alaska Airlines,34835
200607,Alaska Airlines,39064
200607,Alaska Airlines,4273
200607,Alaska Airlines,8492
200607,Alaska Airlines,9823
200607,Alaska Airlines,8367
200607,Alaska Airlines,8280
200607,Alaska Airlines,1389
200607,All Nippon Airways,6620
200607,All Nippon Airways,6125
200607,American Airlines,167225
200607,American Airlines,159845
200607,American Eagle Airlines,5162
200607,American Eagle Airlines,4718
200607,Asiana Airlines,4937
200607,Asiana Airlines,3901
200607,BelAir Airlines,237
200607,BelAir Airlines,367
200607,BelAir Airlines,166
200607,British Airways,21205
200607,British Airways,20394
200607,Cathay Pacific,11819
200607,Cathay Pacific,10974
200607,China Airlines,11898
200607,China Airlines,10708
200607,Delta Air Lines,89907
200607,Delta Air Lines,86360
200607,EVA Airways,14339
200607,EVA Airways,13659
200607,Frontier Airlines,24996
200607,Frontier Airlines,24081
200607,Hawaiian Airlines,7294
200607,Hawaiian Airlines,7629
200607,Horizon Air,4644
200607,Horizon Air,4975
200607,Icelandair,4422
200607,Icelandair,4366
200607,Japan Airlines,9584
200607,Japan Airlines,9179
200607,KLM Royal Dutch Airlines,8394
200607,KLM Royal Dutch Airlines,7408
200607,Korean Air Lines,7372
200607,Korean Air Lines,5883
200607,Lufthansa German Airlines,22233
200607,Lufthansa German Airlines,21049
200607,Mexicana Airlines,9302
200607,Mexicana Airlines,8913
200607,Midwest Airlines,7008
200607,Midwest Airlines,7820
200607,Northwest Airlines,70641
200607,Northwest Airlines,69551
200607,Northwest Airlines,7338
